"TIME","GEO","SEX","UNIT","Value"
"2015W05","Netherlands","Total","Number","3,322"
"2015W05","Austria","Total","Number","1,837"
"2015W05","Poland","Total","Number","7,963"
"2015W05","Portugal","Total","Number","2,909"
"2015W05","Romania","Total","Number","5,560"
"2015W05","Slovenia","Total","Number","432"
"2015W05","Slovakia","Total","Number","1,292"
"2015W05","Finland","Total","Number","1,062"
"2015W05","Sweden","Total","Number","1,975"
"2015W05","Iceland","Total","Number","44"
"2015W05","Liechtenstein","Total","Number","6"
"2015W05","Norway","Total","Number","911"
"2015W05","Switzerland","Total","Number","1,590"
"2015W05","United Kingdom","Total","Number","14,536"
"2015W05","Montenegro","Total","Number","134"
"2015W05","Albania","Total","Number","542"
"2015W05","Serbia","Total","Number","2,210"
"2015W05","Andorra","Total","Number","6"
"2015W05","Armenia","Total","Number","560"
"2015W05","Georgia","Total","Number","991"
"2015W06","Belgium","Total","Number","2,727"
"2015W06","Bulgaria","Total","Number","2,295"
"2015W06","Czechia","Total","Number","2,598"
"2015W06","Denmark","Total","Number","1,118"
"2015W06","Germany (until 1990 former territory of the FRG)","Total","Number","20,905"
"2015W06","Estonia","Total","Number","332"
"2015W06","Ireland","Total","Number",":"
"2015W06","Greece","Total","Number","2,665"
"2015W06","Spain","Total","Number","10,682"
"2015W06","France","Total","Number","14,185"
"2015W06","Croatia","Total","Number","1,287"
"2015W06","Italy","Total","Number","15,640"
"2015W06","Cyprus","Total","Number","157"
"2015W06","Latvia","Total","Number","573"
"2015W06","Lithuania","Total","Number","873"
"2015W06","Luxembourg","Total","Number","100"
"2015W06","Hungary","Total","Number","3,350"
"2015W06","Malta","Total","Number","78"
"2015W06","Netherlands","Total","Number","3,272"
"2015W06","Austria","Total","Number","1,926"
"2015W06","Poland","Total","Number","8,166"
"2015W06","Portugal","Total","Number","2,869"
"2015W06","Romania","Total","Number","5,688"
"2015W06","Slovenia","Total","Number","420"
"2015W06","Slovakia","Total","Number","1,226"
"2015W06","Finland","Total","Number","1,061"
"2015W06","Sweden","Total","Number","1,868"
"2015W06","Iceland","Total","Number","57"
"2015W06","Liechtenstein","Total","Number","5"
"2015W06","Norway","Total","Number","898"
"2015W06","Switzerland","Total","Number","1,656"
"2015W06","United Kingdom","Total","Number","13,701"
"2015W06","Montenegro","Total","Number","141"
"2015W06","Albania","Total","Number","530"
"2015W06","Serbia","Total","Number","2,183"
"2015W06","Andorra","Total","Number","10"
"2015W06","Armenia","Total","Number","615"
"2015W06","Georgia","Total","Number","994"
"2015W07","Belgium","Total","Number","2,892"
"2015W07","Bulgaria","Total","Number","2,341"
"2015W07","Czechia","Total","Number","2,732"
"2015W07","Denmark","Total","Number","1,106"
"2015W07","Germany (until 1990 former territory of the FRG)","Total","Number","22,395"
"2015W07","Estonia","Total","Number","324"
"2015W07","Ireland","Total","Number",":"
"2015W07","Greece","Total","Number","2,551"
"2015W07","Spain","Total","Number","10,857"
"2015W07","France","Total","Number","14,913"
"2015W07","Croatia","Total","Number","1,306"
"2015W07","Italy","Total","Number","15,510"
"2015W07","Cyprus","Total","Number","134"
"2015W07","Latvia","Total","Number","623"
"2015W07","Lithuania","Total","Number","921"
"2015W07","Luxembourg","Total","Number","92"
"2015W07","Hungary","Total","Number","3,280"
"2015W07","Malta","Total","Number","93"
"2015W07","Netherlands","Total","Number","3,311"
"2015W07","Austria","Total","Number","1,992"
"2015W07","Poland","Total","Number","8,873"
"2015W07","Portugal","Total","Number","2,977"
"2015W07","Romania","Total","Number","5,815"
"2015W07","Slovenia","Total","Number","459"
"2015W07","Slovakia","Total","Number","1,275"
"2015W07","Finland","Total","Number","1,094"
"2015W07","Sweden","Total","Number","2,001"
"2015W07","Iceland","Total","Number","50"
"2015W07","Liechtenstein","Total","Number","6"
"2015W07","Norway","Total","Number","866"
"2015W07","Switzerland","Total","Number","1,805"
"2015W07","United Kingdom","Total","Number","13,486"
"2015W07","Montenegro","Total","Number","126"
"2015W07","Albania","Total","Number","489"
"2015W07","Serbia","Total","Number","2,339"
"2015W07","Andorra","Total","Number","1"
"2015W07","Armenia","Total","Number","511"
"2015W07","Georgia","Total","Number","1,048"
"2015W08","Belgium","Total","Number","2,774"
"2015W08","Bulgaria","Total","Number","2,535"
"2015W08","Czechia","Total","Number","2,684"
"2015W08","Denmark","Total","Number","1,131"
"2015W08","Germany (until 1990 former territory of the FRG)","Total","Number","23,264"
"2015W08","Estonia","Total","Number","332"
"2015W08","Ireland","Total","Number",":"
"2015W08","Greece","Total","Number","2,690"
"2015W08","Spain","Total","Number","10,580"
"2015W08","France","Total","Number","14,550"
"2015W08","Croatia","Total","Number","1,301"
"2015W08","Italy","Total","Number","15,149"
"2015W08","Cyprus","Total","Number","129"
"2015W08","Latvia","Total","Number","596"
"2015W08","Lithuania","Total","Number","918"
"2015W08","Luxembourg","Total","Number","115"
"2015W08","Hungary","Total","Number","3,349"
"2015W08","Malta","Total","Number","100"
"2015W08","Netherlands","Total","Number","3,381"
"2015W08","Austria","Total","Number","2,020"
"2015W08","Poland","Total","Number","8,985"
"2015W08","Portugal","Total","Number","2,684"
"2015W08","Romania","Total","Number","6,281"
"2015W08","Slovenia","Total","Number","446"
"2015W08","Slovakia","Total","Number","1,266"
"2015W08","Finland","Total","Number","1,073"
"2015W08","Sweden","Total","Number","2,107"
"2015W08","Iceland","Total","Number","47"
"2015W08","Liechtenstein","Total","Number","4"
"2015W08","Norway","Total","Number","931"
"2015W08","Switzerland","Total","Number","1,772"
"2015W08","United Kingdom","Total","Number","13,038"
"2015W08","Montenegro","Total","Number","162"
"2015W08","Albania","Total","Number","534"
"2015W08","Serbia","Total","Number","2,377"
"2015W08","Andorra","Total","Number","6"
"2015W08","Armenia","Total","Number","616"
"2015W08","Georgia","Total","Number","1,078"
"2015W09","Belgium","Total","Number","2,643"
"2015W09","Bulgaria","Total","Number","2,561"
"2015W09","Czechia","Total","Number","2,609"
"2015W09","Denmark","Total","Number","1,177"
"2015W09","Germany (until 1990 former territory of the FRG)","Total","Number","23,598"
"2015W09","Estonia","Total","Number","324"
"2015W09","Ireland","Total","Number",":"
"2015W09","Greece","Total","Number","2,790"
"2015W09","Spain","Total","Number","10,058"
"2015W09","France","Total","Number","13,820"
"2015W09","Croatia","Total","Number","1,239"
"2015W09","Italy","Total","Number","14,544"
"2015W09","Cyprus","Total","Number","143"
"2015W09","Latvia","Total","Number","607"
"2015W09","Lithuania","Total","Number","922"
"2015W09","Luxembourg","Total","Number","88"
"2015W09","Hungary","Total","Number","3,120"
"2015W09","Malta","Total","Number","95"
"2015W09","Netherlands","Total","Number","3,207"
"2015W09","Austria","Total","Number","1,883"
"2015W09","Poland","Total","Number","9,068"
"2015W09","Portugal","Total","Number","2,699"
"2015W09","Romania","Total","Number","6,139"
"2015W09","Slovenia","Total","Number","449"
"2015W09","Slovakia","Total","Number","1,235"
"2015W09","Finland","Total","Number","1,126"
"2015W09","Sweden","Total","Number","2,076"
"2015W09","Iceland","Total","Number","47"
"2015W09","Liechtenstein","Total","Number","6"
"2015W09","Norway","Total","Number","925"
"2015W09","Switzerland","Total","Number","1,729"
"2015W09","United Kingdom","Total","Number","13,154"
"2015W09","Montenegro","Total","Number","155"
"2015W09","Albania","Total","Number","581"
"2015W09","Serbia","Total","Number","2,405"
"2015W09","Andorra","Total","Number","6"
"2015W09","Armenia","Total","Number","628"
"2015W09","Georgia","Total","Number","1,084"
"2015W10","Belgium","Total","Number","2,457"
"2015W10","Bulgaria","Total","Number","2,469"
"2015W10","Czechia","Total","Number","2,357"
"2015W10","Denmark","Total","Number","1,210"
"2015W10","Germany (until 1990 former territory of the FRG)","Total","Number","22,002"
"2015W10","Estonia","Total","Number","355"
"2015W10","Ireland","Total","Number",":"
"2015W10","Greece","Total","Number","2,629"
"2015W10","Spain","Total","Number","9,421"
"2015W10","France","Total","Number","13,153"
"2015W10","Croatia","Total","Number","1,215"
"2015W10","Italy","Total","Number","14,211"
"2015W10","Cyprus","Total","Number","141"
"2015W10","Latvia","Total","Number","605"
"2015W10","Lithuania","Total","Number","911"
"2015W10","Luxembourg","Total","Number","112"
"2015W10","Hungary","Total","Number","2,962"
"2015W10","Malta","Total","Number","75"
"2015W10","Netherlands","Total","Number","3,222"
"2015W10","Austria","Total","Number","1,846"
"2015W10","Poland","Total","Number","8,839"
"2015W10","Portugal","Total","Number","2,447"
"2015W10","Romania","Total","Number","5,909"
"2015W10","Slovenia","Total","Number","384"
"2015W10","Slovakia","Total","Number","1,164"
"2015W10","Finland","Total","Number","1,134"
"2015W10","Sweden","Total","Number","2,041"
"2015W10","Iceland","Total","Number","41"
"2015W10","Liechtenstein","Total","Number","12"
"2015W10","Norway","Total","Number","976"
"2015W10","Switzerland","Total","Number","1,549"
"2015W10","United Kingdom","Total","Number","12,998"
"2015W10","Montenegro","Total","Number","163"
"2015W10","Albania","Total","Number","479"
"2015W10","Serbia","Total","Number","2,266"
"2015W10","Andorra","Total","Number","7"
"2015W10","Armenia","Total","Number","578"
"2015W10","Georgia","Total","Number","1,115"
"2015W11","Belgium","Total","Number","2,380"
"2015W11","Bulgaria","Total","Number","2,438"
"2015W11","Czechia","Total","Number","2,291"
"2015W11","Denmark","Total","Number","1,184"
"2015W11","Germany (until 1990 former territory of the FRG)","Total","Number","20,770"
"2015W11","Estonia","Total","Number","341"
"2015W11","Ireland","Total","Number",":"
"2015W11","Greece","Total","Number","2,547"
"2015W11","Spain","Total","Number","8,785"
"2015W11","France","Total","Number","12,511"
"2015W11","Croatia","Total","Number","1,208"
"2015W11","Italy","Total","Number","13,846"
"2015W11","Cyprus","Total","Number","151"
"2015W11","Latvia","Total","Number","600"
"2015W11","Lithuania","Total","Number","896"
"2015W11","Luxembourg","Total","Number","84"
"2015W11","Hungary","Total","Number","2,777"
"2015W11","Malta","Total","Number","95"
"2015W11","Netherlands","Total","Number","3,086"
"2015W11","Austria","Total","Number","1,763"
"2015W11","Poland","Total","Number","8,850"
"2015W11","Portugal","Total","Number","2,314"
"2015W11","Romania","Total","Number","5,824"
"2015W11","Slovenia","Total","Number","453"
"2015W11","Slovakia","Total","Number","1,186"
"2015W11","Finland","Total","Number","1,046"
"2015W11","Sweden","Total","Number","1,932"
"2015W11","Iceland","Total","Number","46"
"2015W11","Liechtenstein","Total","Number","7"
"2015W11","Norway","Total","Number","836"
"2015W11","Switzerland","Total","Number","1,541"
"2015W11","United Kingdom","Total","Number","12,454"
"2015W11","Montenegro","Total","Number","122"
"2015W11","Albania","Total","Number","444"
"2015W11","Serbia","Total","Number","2,180"
"2015W11","Andorra","Total","Number","8"
"2015W11","Armenia","Total","Number","603"
"2015W11","Georgia","Total","Number","1,095"
"2015W12","Belgium","Total","Number","2,380"
"2015W12","Bulgaria","Total","Number","2,362"
"2015W12","Czechia","Total","Number","2,273"
"2015W12","Denmark","Total","Number","1,086"
"2015W12","Germany (until 1990 former territory of the FRG)","Total","Number","20,009"
"2015W12","Estonia","Total","Number","331"
"2015W12","Ireland","Total","Number",":"
"2015W12","Greece","Total","Number","2,457"
"2015W12","Spain","Total","Number","8,379"
"2015W12","France","Total","Number","12,114"
"2015W12","Croatia","Total","Number","1,232"
"2015W12","Italy","Total","Number","13,455"
"2015W12","Cyprus","Total","Number","119"
"2015W12","Latvia","Total","Number","565"
"2015W12","Lithuania","Total","Number","909"
"2015W12","Luxembourg","Total","Number","73"
"2015W12","Hungary","Total","Number","2,764"
"2015W12","Malta","Total","Number","81"
"2015W12","Netherlands","Total","Number","3,052"
"2015W12","Austria","Total","Number","1,696"
"2015W12","Poland","Total","Number","8,640"
"2015W12","Portugal","Total","Number","2,284"
"2015W12","Romania","Total","Number","5,844"
"2015W12","Slovenia","Total","Number","417"
"2015W12","Slovakia","Total","Number","1,102"
"2015W12","Finland","Total","Number","1,015"
"2015W12","Sweden","Total","Number","1,874"
"2015W12","Iceland","Total","Number","45"
"2015W12","Liechtenstein","Total","Number","5"
"2015W12","Norway","Total","Number","785"
"2015W12","Switzerland","Total","Number","1,435"
"2015W12","United Kingdom","Total","Number","12,010"
"2015W12","Montenegro","Total","Number","140"
"2015W12","Albania","Total","Number","460"
"2015W12","Serbia","Total","Number","2,186"
"2015W12","Andorra","Total","Number","9"
"2015W12","Armenia","Total","Number","618"
"2015W12","Georgia","Total","Number","1,034"
"2015W13","Belgium","Total","Number","2,270"
"2015W13","Bulgaria","Total","Number","2,374"
"2015W13","Czechia","Total","Number","2,222"
"2015W13","Denmark","Total","Number","1,093"
"2015W13","Germany (until 1990 former territory of the FRG)","Total","Number","19,106"
"2015W13","Estonia","Total","Number","317"
"2015W13","Ireland","Total","Number",":"
"2015W13","Greece","Total","Number","2,376"
"2015W13","Spain","Total","Number","8,366"
"2015W13","France","Total","Number","11,905"
"2015W13","Croatia","Total","Number","1,085"
"2015W13","Italy","Total","Number","13,126"
"2015W13","Cyprus","Total","Number","108"
"2015W13","Latvia","Total","Number","555"
"2015W13","Lithuania","Total","Number","859"
"2015W13","Luxembourg","Total","Number","88"
"2015W13","Hungary","Total","Number","2,690"
"2015W13","Malta","Total","Number","76"
"2015W13","Netherlands","Total","Number","3,084"
"2015W13","Austria","Total","Number","1,725"
"2015W13","Poland","Total","Number","8,535"
"2015W13","Portugal","Total","Number","2,083"
"2015W13","Romania","Total","Number","5,865"
"2015W13","Slovenia","Total","Number","460"
"2015W13","Slovakia","Total","Number","1,088"
"2015W13","Finland","Total","Number","1,013"
"2015W13","Sweden","Total","Number","1,930"
"2015W13","Iceland","Total","Number","42"
"2015W13","Liechtenstein","Total","Number","5"
"2015W13","Norway","Total","Number","795"
"2015W13","Switzerland","Total","Number","1,293"
"2015W13","United Kingdom","Total","Number","11,969"
"2015W13","Montenegro","Total","Number","106"
"2015W13","Albania","Total","Number","460"
"2015W13","Serbia","Total","Number","2,219"
"2015W13","Andorra","Total","Number","4"
"2015W13","Armenia","Total","Number","683"
"2015W13","Georgia","Total","Number","1,053"
"2015W14","Belgium","Total","Number","2,163"
"2015W14","Bulgaria","Total","Number","2,265"
"2015W14","Czechia","Total","Number","2,209"
"2015W14","Denmark","Total","Number","1,044"
"2015W14","Germany (until 1990 former territory of the FRG)","Total","Number","18,668"
"2015W14","Estonia","Total","Number","304"
"2015W14","Ireland","Total","Number",":"
"2015W14","Greece","Total","Number","2,390"
"2015W14","Spain","Total","Number","8,282"
"2015W14","France","Total","Number","11,361"
"2015W14","Croatia","Total","Number","1,137"
"2015W14","Italy","Total","Number","12,832"
"2015W14","Cyprus","Total","Number","112"
"2015W14","Latvia","Total","Number","565"
"2015W14","Lithuania","Total","Number","849"
"2015W14","Luxembourg","Total","Number","91"
"2015W14","Hungary","Total","Number","2,639"
"2015W14","Malta","Total","Number","69"
"2015W14","Netherlands","Total","Number","2,839"
"2015W14","Austria","Total","Number","1,604"
"2015W14","Poland","Total","Number","8,449"
"2015W14","Portugal","Total","Number","2,179"
"2015W14","Romania","Total","Number","5,432"
"2015W14","Slovenia","Total","Number","444"
"2015W14","Slovakia","Total","Number","1,037"
"2015W14","Finland","Total","Number","1,070"
"2015W14","Sweden","Total","Number","1,834"
"2015W14","Iceland","Total","Number","41"
"2015W14","Liechtenstein","Total","Number","5"
"2015W14","Norway","Total","Number","786"
"2015W14","Switzerland","Total","Number","1,302"
"2015W14","United Kingdom","Total","Number","10,294"
"2015W14","Montenegro","Total","Number","137"
"2015W14","Albania","Total","Number","417"
"2015W14","Serbia","Total","Number","2,131"
"2015W14","Andorra","Total","Number","3"
"2015W14","Armenia","Total","Number","576"
"2015W14","Georgia","Total","Number","1,000"
"2015W15","Belgium","Total","Number","2,218"
"2015W15","Bulgaria","Total","Number","2,265"
"2015W15","Czechia","Total","Number","2,111"
"2015W15","Denmark","Total","Number","1,081"
"2015W15","Germany (until 1990 former territory of the FRG)","Total","Number","18,089"
"2015W15","Estonia","Total","Number","311"
"2015W15","Ireland","Total","Number",":"
"2015W15","Greece","Total","Number","2,408"
"2015W15","Spain","Total","Number","7,894"
"2015W15","France","Total","Number","11,453"
"2015W15","Croatia","Total","Number","1,078"
"2015W15","Italy","Total","Number","12,811"
"2015W15","Cyprus","Total","Number","122"
"2015W15","Latvia","Total","Number","600"
"2015W15","Lithuania","Total","Number","867"
"2015W15","Luxembourg","Total","Number","75"
"2015W15","Hungary","Total","Number","2,612"
"2015W15","Malta","Total","Number","74"
"2015W15","Netherlands","Total","Number","2,888"
"2015W15","Austria","Total","Number","1,563"
"2015W15","Poland","Total","Number","8,154"
"2015W15","Portugal","Total","Number","1,933"
"2015W15","Romania","Total","Number","5,425"
"2015W15","Slovenia","Total","Number","423"
"2015W15","Slovakia","Total","Number","1,090"
"2015W15","Finland","Total","Number","1,075"
"2015W15","Sweden","Total","Number","1,849"
"2015W15","Iceland","Total","Number","39"
"2015W15","Liechtenstein","Total","Number","2"
"2015W15","Norway","Total","Number","795"
"2015W15","Switzerland","Total","Number","1,229"
"2015W15","United Kingdom","Total","Number","11,553"
"2015W15","Montenegro","Total","Number","114"
"2015W15","Albania","Total","Number","446"
"2015W15","Serbia","Total","Number","2,060"
"2015W15","Andorra","Total","Number","5"
"2015W15","Armenia","Total","Number","585"
"2015W15","Georgia","Total","Number","986"
"2015W16","Belgium","Total","Number","2,152"
"2015W16","Bulgaria","Total","Number","2,242"
"2015W16","Czechia","Total","Number","2,183"
"2015W16","Denmark","Total","Number","1,052"
"2015W16","Germany (until 1990 former territory of the FRG)","Total","Number","18,116"
"2015W16","Estonia","Total","Number","297"
"2015W16","Ireland","Total","Number",":"
"2015W16","Greece","Total","Number","2,426"
"2015W16","Spain","Total","Number","7,855"
"2015W16","France","Total","Number","11,094"
"2015W16","Croatia","Total","Number","1,026"
"2015W16","Italy","Total","Number","12,781"
"2015W16","Cyprus","Total","Number","113"
"2015W16","Latvia","Total","Number","570"
"2015W16","Lithuania","Total","Number","890"
"2015W16","Luxembourg","Total","Number","80"
"2015W16","Hungary","Total","Number","2,612"
"2015W16","Malta","Total","Number","65"
"2015W16","Netherlands","Total","Number","2,893"
"2015W16","Austria","Total","Number","1,614"
"2015W16","Poland","Total","Number","7,974"
"2015W16","Portugal","Total","Number","1,937"
"2015W16","Romania","Total","Number","5,571"
"2015W16","Slovenia","Total","Number","420"
"2015W16","Slovakia","Total","Number","1,078"
"2015W16","Finland","Total","Number","1,039"
"2015W16","Sweden","Total","Number","1,844"
"2015W16","Iceland","Total","Number","47"
"2015W16","Liechtenstein","Total","Number","2"
"2015W16","Norway","Total","Number","777"
"2015W16","Switzerland","Total","Number","1,284"
"2015W16","United Kingdom","Total","Number","13,027"
"2015W16","Montenegro","Total","Number","121"
"2015W16","Albania","Total","Number","454"
"2015W16","Serbia","Total","Number","2,239"
"2015W16","Andorra","Total","Number","8"
"2015W16","Armenia","Total","Number","598"
"2015W16","Georgia","Total","Number","1,060"
"2015W17","Belgium","Total","Number","2,087"
"2015W17","Bulgaria","Total","Number","2,135"
"2015W17","Czechia","Total","Number","2,193"
"2015W17","Denmark","Total","Number","934"
"2015W17","Germany (until 1990 former territory of the FRG)","Total","Number","17,668"
"2015W17","Estonia","Total","Number","302"
"2015W17","Ireland","Total","Number",":"
"2015W17","Greece","Total","Number","2,240"
"2015W17","Spain","Total","Number","7,802"
"2015W17","France","Total","Number","10,986"
"2015W17","Croatia","Total","Number","1,041"
"2015W17","Italy","Total","Number","12,046"
"2015W17","Cyprus","Total","Number","128"
"2015W17","Latvia","Total","Number","580"
"2015W17","Lithuania","Total","Number","791"
"2015W17","Luxembourg","Total","Number","72"
"2015W17","Hungary","Total","Number","2,598"
"2015W17","Malta","Total","Number","56"
"2015W17","Netherlands","Total","Number","2,829"
"2015W17","Austria","Total","Number","1,547"
"2015W17","Poland","Total","Number","7,797"
"2015W17","Portugal","Total","Number","1,816"
"2015W17","Romania","Total","Number","5,282"
"2015W17","Slovenia","Total","Number","388"
"2015W17","Slovakia","Total","Number","1,062"
"2015W17","Finland","Total","Number","1,074"
"2015W17","Sweden","Total","Number","1,764"
"2015W17","Iceland","Total","Number","41"
"2015W17","Liechtenstein","Total","Number","5"
"2015W17","Norway","Total","Number","749"
"2015W17","Switzerland","Total","Number","1,215"
"2015W17","United Kingdom","Total","Number","11,988"
"2015W17","Montenegro","Total","Number","138"
"2015W17","Albania","Total","Number","477"
"2015W17","Serbia","Total","Number","2,103"
"2015W17","Andorra","Total","Number","7"
"2015W17","Armenia","Total","Number","407"
"2015W17","Georgia","Total","Number","1,012"
"2015W18","Belgium","Total","Number","2,005"
"2015W18","Bulgaria","Total","Number","2,161"
"2015W18","Czechia","Total","Number","2,041"
"2015W18","Denmark","Total","Number","996"
"2015W18","Germany (until 1990 former territory of the FRG)","Total","Number","17,114"
"2015W18","Estonia","Total","Number","265"
"2015W18","Ireland","Total","Number",":"
"2015W18","Greece","Total","Number","2,287"
"2015W18","Spain","Total","Number","7,365"
"2015W18","France","Total","Number","10,798"
"2015W18","Croatia","Total","Number","1,019"
"2015W18","Italy","Total","Number","11,946"
"2015W18","Cyprus","Total","Number","118"
"2015W18","Latvia","Total","Number","516"
"2015W18","Lithuania","Total","Number","783"
"2015W18","Luxembourg","Total","Number","61"
"2015W18","Hungary","Total","Number","2,467"
"2015W18","Malta","Total","Number","63"
"2015W18","Netherlands","Total","Number","2,674"
"2015W18","Austria","Total","Number","1,453"
"2015W18","Poland","Total","Number","7,483"
"2015W18","Portugal","Total","Number","1,819"
"2015W18","Romania","Total","Number","5,053"
"2015W18","Slovenia","Total","Number","387"
"2015W18","Slovakia","Total","Number","980"
"2015W18","Finland","Total","Number","1,021"
"2015W18","Sweden","Total","Number","1,656"
"2015W18","Iceland","Total","Number","41"
"2015W18","Liechtenstein","Total","Number","5"
"2015W18","Norway","Total","Number","686"
"2015W18","Switzerland","Total","Number","1,275"
"2015W18","United Kingdom","Total","Number","11,560"
"2015W18","Montenegro","Total","Number","108"
"2015W18","Albania","Total","Number","400"
"2015W18","Serbia","Total","Number","2,058"
"2015W18","Andorra","Total","Number","7"
"2015W18","Armenia","Total","Number","593"
"2015W18","Georgia","Total","Number","996"
"2015W19","Belgium","Total","Number","2,063"
"2015W19","Bulgaria","Total","Number","2,106"
"2015W19","Czechia","Total","Number","1,988"
"2015W19","Denmark","Total","Number","978"
"2015W19","Germany (until 1990 former territory of the FRG)","Total","Number","17,072"
"2015W19","Estonia","Total","Number","278"
"2015W19","Ireland","Total","Number",":"
"2015W19","Greece","Total","Number","2,327"
"2015W19","Spain","Total","Number","7,464"
"2015W19","France","Total","Number","10,702"
"2015W19","Croatia","Total","Number","1,011"
"2015W19","Italy","Total","Number","12,177"
"2015W19","Cyprus","Total","Number","106"
"2015W19","Latvia","Total","Number","513"
"2015W19","Lithuania","Total","Number","796"
"2015W19","Luxembourg","Total","Number","68"
"2015W19","Hungary","Total","Number","2,420"
"2015W19","Malta","Total","Number","54"
"2015W19","Netherlands","Total","Number","2,741"
"2015W19","Austria","Total","Number","1,452"
"2015W19","Poland","Total","Number","7,324"
"2015W19","Portugal","Total","Number","1,941"
"2015W19","Romania","Total","Number","4,822"
"2015W19","Slovenia","Total","Number","362"
"2015W19","Slovakia","Total","Number","958"
"2015W19","Finland","Total","Number","1,009"
"2015W19","Sweden","Total","Number","1,661"
"2015W19","Iceland","Total","Number","37"
"2015W19","Liechtenstein","Total","Number","4"
"2015W19","Norway","Total","Number","729"
"2015W19","Switzerland","Total","Number","1,161"
"2015W19","United Kingdom","Total","Number","10,099"
"2015W19","Montenegro","Total","Number","98"
"2015W19","Albania","Total","Number","415"
"2015W19","Serbia","Total","Number","1,945"
"2015W19","Andorra","Total","Number","5"
"2015W19","Armenia","Total","Number","566"
"2015W19","Georgia","Total","Number","912"
"2015W20","Belgium","Total","Number","1,976"
"2015W20","Bulgaria","Total","Number","1,981"
"2015W20","Czechia","Total","Number","1,983"
"2015W20","Denmark","Total","Number","921"
"2015W20","Germany (until 1990 former territory of the FRG)","Total","Number","16,732"
"2015W20","Estonia","Total","Number","333"
"2015W20","Ireland","Total","Number",":"
"2015W20","Greece","Total","Number","2,015"
"2015W20","Spain","Total","Number","7,543"
"2015W20","France","Total","Number","10,331"
"2015W20","Croatia","Total","Number","926"
"2015W20","Italy","Total","Number","11,518"
"2015W20","Cyprus","Total","Number","92"
"2015W20","Latvia","Total","Number","547"
"2015W20","Lithuania","Total","Number","763"
"2015W20","Luxembourg","Total","Number","65"
"2015W20","Hungary","Total","Number","2,293"
"2015W20","Malta","Total","Number","49"
"2015W20","Netherlands","Total","Number","2,721"
"2015W20","Austria","Total","Number","1,461"
"2015W20","Poland","Total","Number","7,266"
"2015W20","Portugal","Total","Number","1,911"
"2015W20","Romania","Total","Number","4,667"
"2015W20","Slovenia","Total","Number","327"
"2015W20","Slovakia","Total","Number","915"
"2015W20","Finland","Total","Number","927"
"2015W20","Sweden","Total","Number","1,668"
"2015W20","Iceland","Total","Number","53"
"2015W20","Liechtenstein","Total","Number","3"
"2015W20","Norway","Total","Number","707"
"2015W20","Switzerland","Total","Number","1,152"
"2015W20","United Kingdom","Total","Number","11,659"
"2015W20","Montenegro","Total","Number","123"
"2015W20","Albania","Total","Number","377"
"2015W20","Serbia","Total","Number","1,855"
"2015W20","Andorra","Total","Number","3"
"2015W20","Armenia","Total","Number","598"
"2015W20","Georgia","Total","Number","998"
"2015W21","Belgium","Total","Number","1,950"
"2015W21","Bulgaria","Total","Number","1,984"
"2015W21","Czechia","Total","Number","1,993"
"2015W21","Denmark","Total","Number","974"
"2015W21","Germany (until 1990 former territory of the FRG)","Total","Number","16,330"
"2015W21","Estonia","Total","Number","283"
"2015W21","Ireland","Total","Number",":"
"2015W21","Greece","Total","Number","2,075"
"2015W21","Spain","Total","Number","7,234"
"2015W21","France","Total","Number","10,222"
"2015W21","Croatia","Total","Number","947"
"2015W21","Italy","Total","Number","11,058"
"2015W21","Cyprus","Total","Number","95"
"2015W21","Latvia","Total","Number","535"
"2015W21","Lithuania","Total","Number","802"
"2015W21","Luxembourg","Total","Number","62"
"2015W21","Hungary","Total","Number","2,274"
"2015W21","Malta","Total","Number","69"
"2015W21","Netherlands","Total","Number","2,566"
"2015W21","Austria","Total","Number","1,396"
"2015W21","Poland","Total","Number","7,102"
"2015W21","Portugal","Total","Number","1,791"
"2015W21","Romania","Total","Number","4,769"
"2015W21","Slovenia","Total","Number","318"
"2015W21","Slovakia","Total","Number","975"
"2015W21","Finland","Total","Number","939"
"2015W21","Sweden","Total","Number","1,670"
"2015W21","Iceland","Total","Number","50"
"2015W21","Liechtenstein","Total","Number","3"
"2015W21","Norway","Total","Number","780"
"2015W21","Switzerland","Total","Number","1,129"
"2015W21","United Kingdom","Total","Number","11,305"
"2015W21","Montenegro","Total","Number","98"
"2015W21","Albania","Total","Number","395"
"2015W21","Serbia","Total","Number","1,840"
"2015W21","Andorra","Total","Number","7"
"2015W21","Armenia","Total","Number","502"
"2015W21","Georgia","Total","Number","983"
"2015W22","Belgium","Total","Number","1,905"
"2015W22","Bulgaria","Total","Number","1,837"
"2015W22","Czechia","Total","Number","2,029"
"2015W22","Denmark","Total","Number","977"
"2015W22","Germany (until 1990 former territory of the FRG)","Total","Number","16,200"
"2015W22","Estonia","Total","Number","285"
"2015W22","Ireland","Total","Number",":"
"2015W22","Greece","Total","Number","1,941"
"2015W22","Spain","Total","Number","7,096"
"2015W22","France","Total","Number","10,339"
"2015W22","Croatia","Total","Number","855"
"2015W22","Italy","Total","Number","10,848"
"2015W22","Cyprus","Total","Number","86"
"2015W22","Latvia","Total","Number","535"
"2015W22","Lithuania","Total","Number","780"
"2015W22","Luxembourg","Total","Number","77"
"2015W22","Hungary","Total","Number","2,177"
"2015W22","Malta","Total","Number","54"
"2015W22","Netherlands","Total","Number","2,660"
